call_id,batch_id,user_id,language,language_code,script,model,temperature,dream,status,timestamp,session_id,dream_number,prompt_id,marker_info,temporal_delay
d3bffd75-bc3a-41c4-a6db-6584c70c60ab,5b16ebca-c45c-464d-b995-40556576802f,2b29a897-2c3e-4da2-92d1-19c748403a74_68379,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čudoviti pokrajini, kjer so se razprostirale zelene doline in cvetoči travniki, prepredeni z nežnimi potoki. Vse je bilo obdano z mirnim vzdušjem, ki je kar vabilo k raziskovanju. Na obzorju so se dvigale gore, katerih vrhovi so bili pokriti s snegom, medtem ko je sonce počasi vzhajalo in obarvalo nebo v prelivajoče se odtenke rožnate in oranžne. Medtem ko sem hodil po tej deželi, sem srečal prijazne ljudi, ki so me povabili v svoje domove in mi ponudili okusno hrano. Počutil sem se kot del te skupnosti, kjer je vsak dan prinašal nove možnosti za srečo in harmonijo.",success,2025-06-25T15:41:43.845013,20250625_154026,11,454efd73,none,0.0
19a7d8cc-6bc2-473e-8ce8-80724ec493b3,5b16ebca-c45c-464d-b995-40556576802f,b99edd86-0f38-40de-bd0d-c704d0cea58e_74989,slovenian,sl,Latin,gpt-4o,0.8,"…čarobnem vrtu, polnem pisanih rož in dišečih dreves. Po stezicah so tekali pisani metulji, v daljavi pa je bil pravljični grad. Občutek sreče in miru me je popolnoma prevzel, kot da sem se znašel v popolnoma drugem svetu. Ko sem se sprehajal po vrtu, sem srečal prijazne ljudi, ki so mi pripovedovali zgodbe o tem čarobnem kraju. Bilo je resnično nepozabno doživetje, polno lepote in skrivnosti.",success,2025-06-25T15:41:49.297931,20250625_154026,12,a754ba3f,none,0.0
9083668a-0349-4422-94ab-c8c1d2b64921,5b16ebca-c45c-464d-b995-40556576802f,ee040850-a22c-4f2d-abbc-9078aa03b606_28174,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čudovitem potovanju na tropski otok, kjer sem se sprehajal po belih peščenih plažah, občudoval turkizno modro morje in raziskoval bujne zelene gozdove. Med sanjami sem srečal prijazne domačine, ki so me naučili o njihovi kulturi in običajih. Celotna izkušnja je bila neverjetno sproščujoča in osvežujoča, kot da sem pobegnil od vsakodnevnega stresa in se popolnoma potopil v ta rajski svet.",success,2025-06-25T15:41:56.029818,20250625_154026,13,5875396b,none,0.0
64db4088-c07d-434f-901b-706695894cc7,5b16ebca-c45c-464d-b995-40556576802f,f50834fe-704a-4ce8-824e-416cdf64275c_43850,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o sprehodu po čudovitem gozdu, kjer so drevesa segala visoko v nebo, njihovi listi pa so se lesketali v sončni svetlobi. Med potjo sem srečal različne živali, ki so bile nenavadno prijazne, in z vsakim korakom sem se počutil bolj povezan z naravo. Ob koncu poti sem prispel do mirnega jezera, kjer sem se usedel na obalo in opazoval sončni zahod, ki je barval nebo v čudovite odtenke roza in oranžne. Bilo je izjemno pomirjujoče in navdihujoče doživetje.",success,2025-06-25T15:42:10.094384,20250625_154026,14,83e0e9a7,none,0.0
15a5e3a8-a04e-4fea-ac09-a2a3a7222f04,5b16ebca-c45c-464d-b995-40556576802f,d3e3bc17-c21d-412b-b1cc-61d8318971b9_89942,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čarobnem gozdu, polnem skrivnostnih bitij in svetlečih se rastlin. Gozd je bil prepreden s skrivnostnimi potmi, ki so vodile do skritih kotičkov, kjer so se odvijale nenavadne in čudovite stvari. Počutil sem se, kot da sem del pravljičnega sveta, kjer je vse mogoče in kjer me na vsakem koraku čakajo nova presenečenja.",success,2025-06-25T15:42:15.883242,20250625_154026,15,1bd51960,none,0.0
6e7b5616-a0de-4d7e-a3b6-edc2c0be1644,5b16ebca-c45c-464d-b995-40556576802f,d584375c-e365-47d6-8863-1ffe34ea43ba_87595,slovenian,sl,Latin,gpt-4o,0.8,"dragi prijateljici, ki je že dolgo nisem videl. V sanjah sva se sprehajala ob obali, medtem ko je sonce zahajalo. Pogovarjala sva se in smejala, kot da nikoli ni minilo toliko časa od najinega zadnjega srečanja. Bilo je prijetno in pomirjujoče, kot da so se vse skrbi in stres vsakodnevnega življenja za trenutek razblinili. Ko sem se zbudil, sem čutil toplino in nostalgijo ter hkrati tudi željo, da bi jo čim prej spet srečal in obudil najino prijateljstvo.",success,2025-06-25T15:42:22.735776,20250625_154026,16,a88d451d,none,0.0
4505465f-400c-4076-9511-2023da46a451,5b16ebca-c45c-464d-b995-40556576802f,32d87a13-d515-41b6-9bcd-b76a6c517a52_75801,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čarobnem gozdu, polnem svetlečih bitij in skrivnostnih poti. Med drevesi sem se počutil mirno in spokojno, vsak korak pa me je vodil globlje v srce te očarljive pokrajine. Na koncu poti sem naletel na starodavni vodnjak, iz katerega je sijala mehka svetloba. Občutek je bil, kot da sem našel nekaj pomembnega, kar mi bo spremenilo življenje. Ko sem se zbudil, sem bil prežet z občutkom radovednosti in navdiha, ki me spremljata še danes.",success,2025-06-25T15:42:30.591273,20250625_154026,17,2a656b7d,none,0.0
3c58d109-c3e1-4518-a244-08d3c82662ea,5b16ebca-c45c-464d-b995-40556576802f,c3f69266-e293-48b9-b053-846ea5076413_69748,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o potovanju na čudovit tropski otok, kjer sem se sprehajal po belih peščenih plažah in užival v toplem soncu. V sanjah sem raziskoval džunglo, odkrival skrite slapove in se potapljal v kristalno čistem morju, polnem pisanih rib. Vsak trenutek je bil poln miru in vznemirjenja, z občutkom popolne svobode in brezskrbnosti. Ko sem se zbudil, sem si želel, da bi lahko ostal tam še malo dlje.",success,2025-06-25T15:42:37.233613,20250625_154026,18,92dcaea8,marker_2_middle,0.0
1ba8e094-c944-4c15-87f4-74b286c133b3,5b16ebca-c45c-464d-b995-40556576802f,c68060fb-0bc0-4ad3-ba51-ad2d237eb198_67840,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o tem, kako sem potoval po čudoviti pokrajini, polni zelenih hribov in cvetočih dreves. Nebo je bilo jasno in modro, sonce pa je prijetno grelo. Med potjo sem srečeval prijazne ljudi, ki so me pozdravljali z nasmehom. Vsaka srečana oseba mi je pripovedovala zanimive zgodbe o svojih avanturah in življenju. Bilo je, kot da se vse moje sanje in želje uresničujejo v tem čarobnem svetu.",success,2025-06-25T15:42:43.879899,20250625_154026,19,7ed6311b,none,0.0
67fc31cb-f85f-4986-8c44-78380ba16d3b,5b16ebca-c45c-464d-b995-40556576802f,f6b5c2af-acd6-482a-b45e-ddae1fadbdfd_88619,slovenian,sl,Latin,gpt-4o,0.8,"žarečem sončnem zahodu nad mirnim morskim obzorjem. Nebo je bilo obarvano z različnimi odtenki oranžne, roza in vijolične, ki so se nežno zlivali drug v drugega. Na obali sem stal bos, občutil sem mehak pesek pod nogami in rahel vetrič, ki mi je lahno mršil lase. Okoli mene so bili prijatelji, vsi nasmejani in srečni, medtem ko smo skupaj opazovali, kako sonce počasi tone za obzorje. Ta trenutek je bil poln miru in radosti, občutek povezanosti z naravo in ljudmi pa je bil neizmerno močan. Ko sem se prebudil, je bil v meni še vedno občutek topline in sreče.",success,2025-06-25T15:42:53.862217,20250625_154026,20,bb6c982f,none,0.0
92f816cd-2aed-471b-8aa4-2d5331ebbea6,5b16ebca-c45c-464d-b995-40556576802f,892ff5d8-8dea-4b92-a1d9-9f68678e55ba_31520,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čudovitem vrtu, polnem pisanega cvetja in visokih dreves, ki so se nežno pozibavala v vetru. Sredi vrta je bil majhen ribnik, v katerem so plavale zlate ribice, in nad njim je bila lesena klop, na kateri sem sedel ter občudoval spokojnost in lepoto tega kraja. Občutek miru je bil tako resničen, da sem se zbudil s prijetnim občutkom sreče in sprostitve.",success,2025-06-25T15:42:59.467852,20250625_154026,21,5ab5ab47,none,0.0
23e8d07a-7799-405d-a050-13d64f232e9f,5b16ebca-c45c-464d-b995-40556576802f,29872b7d-f4f9-4fd1-a39f-854f2c3ddd53_61582,slovenian,sl,Latin,gpt-4o,0.8,"žarečem sončnem zahodu nad mirnim jezerom. Voda je bila gladka kot steklo, odsevala je čudovite barve neba, ki so se prelile iz oranžne v rožnato in vijolično. Ob obali so rasla mogočna drevesa, njihovi listi so rahlo šelesteli v vetru in ustvarjali prijetno melodijo narave. Bil sem tam, na majhnem čolnu, opazoval to čarobno prizorišče in občutil globok mir. Pogled na to čudovitost je bil tako resničen, da sem ob prebujanju še vedno čutil toplino sončnih žarkov na svoji koži.",success,2025-06-25T15:43:07.866396,20250625_154026,22,348ab7dc,none,0.0
741f70eb-6f2e-4d5d-813a-53bf3877d321,5b16ebca-c45c-464d-b995-40556576802f,5a3b473e-0658-4817-a507-80560e50befa_84748,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o magičnem gozdu, polnem čudovitih bitij in svetlečih se dreves. V sanjah sem hodil po mehki gozdni poti, obdan z neštetimi barvami cvetlic in poslušal melodijo ptičjega petja. Nenadoma sem zagledal starodaven vodnjak na sredi jase, iz katerega je žuborel kristalno jasen potoček. Ko sem se sklonil, da bi se napil vode, se je pred menoj pojavil moder starodavni modrec, ki mi je začel pripovedovati starodavne zgodbe tega čarobnega kraja. Vse je bilo tako resnično, da sem ob prebujanju kar nekaj trenutkov potreboval, da sem se vrnil v resničnost.",success,2025-06-25T15:43:17.679515,20250625_154026,23,da8c21f9,none,0.0
e4767fc7-22a1-40f5-89bd-6b2a92cb412a,5b16ebca-c45c-464d-b995-40556576802f,0c60d542-1600-432b-a8fa-71ca0c605a06_50931,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o tem, da sem potoval po neznani deželi, kjer so bile barve neba in pokrajine povsem drugačne od tistih, ki jih poznam. Srečal sem nenavadna bitja, ki so me prijazno vodila skozi skrivnostne gozdove in ob veličastnih gorah. Med potjo sem naletel na starodavno mesto, polno čarobne arhitekture, kjer je vse sijalo v zlati svetlobi. Tam sem našel skriti zaklad, ki pa ni bil iz zlata ali draguljev, temveč iz modrosti in znanja. Ko sem se prebudil, sem občutil globok mir in navdih za nov dan.",success,2025-06-25T15:43:25.335555,20250625_154026,24,fa47534f,marker_1_suffix,0.0
fbefba26-cdbe-4a25-be5d-e3c39d548884,5b16ebca-c45c-464d-b995-40556576802f,82876333-55c7-4ac8-910a-f01f43b45201_54125,slovenian,sl,Latin,gpt-4o,0.8,"prekrasnem zvezdnatem nebu, ki se je razprostiralo nad mirnim jezerom. Voda je bila tako mirna, da je odsevala zvezde kot ogledalo. V sanjah sem se počutil povsem sproščeno in povezan z vesoljem. Ob meni so bili prijatelji, s katerimi smo v tišini opazovali to naravno čudo. Bil je to občutek brezčasnosti in popolnega miru, ki ga bom poskušal ohraniti tudi v budnem življenju.",success,2025-06-25T15:43:32.277179,20250625_154026,25,4d0a42e1,none,0.0
3d206feb-b4fa-463a-8223-e5e025d9ddba,5b16ebca-c45c-464d-b995-40556576802f,b141b380-4301-4e6a-9079-57375bc70c17_44589,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o tem, kako sem se sprehajal po čarobnem gozdu, polnem svetlikajočih se lučk. Drevesa so bila visoka in mogočna, njihove veje pa so se nežno zibale v ritmu vetra. Na tleh so rasle nenavadne rože, ki so oddajale prijeten vonj vanilije in cimeta. Med sprehodom sem naletel na skrivnostno jezero, ki je bilo tako mirno, da je odsevalo zvezdno nebo. Ob obali jezera je sedel modri starec, ki mi je ponudil kozarec čarobnega napitka. Ko sem ga popil, sem začutil nenavadno toplino in spokojnost ter se zavedel, da je vse okoli mene le sanje.",success,2025-06-25T15:43:40.138130,20250625_154026,26,5ae2f8a4,marker_0_suffix,0.0
ed1dc481-716b-4ca9-aa7c-c103c1eaac31,5b16ebca-c45c-464d-b995-40556576802f,ebd7b028-47d0-4cbd-92be-93a856d54aa5_80988,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o tem, da sem bil na čarobnem otoku, kjer so drevesa govorila in reke pele melodije. Na otoku sem srečal prijazne živali, ki so me vodile skozi gozdove in travnike, dokler nisem prišel do kristalnega jezera, ki je sijalo v vseh barvah mavrice. Ob jezeru sem spoznal modrega starega moža, ki mi je povedal skrivnost o tem, kako najti notranji mir in srečo. Prebudil sem se z občutkom globokega zadovoljstva in hvaležnosti.",success,2025-06-25T15:43:47.783754,20250625_154026,27,c9251317,none,0.0
fcaaa8bc-0ed4-41fb-b8eb-c68a2427ba2c,5b16ebca-c45c-464d-b995-40556576802f,be01ef16-0a8c-4973-a53f-ba13acbbc028_73844,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čudoviti pokrajini, polni pisanih cvetlic in visokih dreves, med katerimi je tekel kristalno čist potok. Po poti ob potoku sem se sprehajal v družbi starih prijateljev, ki jih že dolgo nisem videl. Pogovarjali smo se in smejali, kot da se nikoli nismo ločili. Na nebu je sijalo sonce v toplih odtenkih oranžne in rožnate, ki so se odražali v vodi. Bilo je spokojno in pomirjujoče, kot da sem našel svoj mali košček raja.",success,2025-06-25T15:43:55.613503,20250625_154026,28,93f1278c,marker_3_suffix,0.0
132115ee-b89b-4b0a-887c-50e78f1063ac,5b16ebca-c45c-464d-b995-40556576802f,f33ddb8f-9439-4360-9985-8e9f80ba23eb_54361,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o tem, kako sem se sprehajal po prelepi obali, kjer je sonce ravno vzhajalo in osvetljevalo mirno morje. Ob meni so bili prijatelji, s katerimi smo se smejali in uživali v prijetnem jutru. V sanjah sem čutil popoln mir in srečo, kot da so vsi problemi iz realnega sveta izginili. Ko smo nadaljevali sprehod, so se prikazali živahni trgi polni barvitih stojnic, kjer so domačini ponujali eksotične sadeže in ročne izdelke. Vse skupaj je delovalo kot popoln dan na sanjskem otoku.",success,2025-06-25T15:44:01.623054,20250625_154026,29,e84ed9d5,none,0.0
f489e4e5-d032-44ac-adbf-08651a3a8165,5b16ebca-c45c-464d-b995-40556576802f,f8f0a39f-77ca-4b6e-9522-e63a7a1a929c_59361,slovenian,sl,Latin,gpt-4o,0.8,"…čudovitem potovanju po neznanih krajih, kjer sem srečal zanimive ljudi in doživel nepozabne trenutke. Vsak korak me je vodil k novim odkritjem in občutku svobode, ki ga v resničnem življenju le redko doživim. V sanjah sem se počutil lahkega kot pero, brez skrbi in omejitev, in užival v trenutkih, ki so se zdeli popolnoma resnični. Ko sem se prebudil, sem bil še vedno pod vtisom te sanjske pustolovščine in si želel, da bi se lahko vanjo vrnil.",success,2025-06-25T15:44:09.604450,20250625_154026,30,2aa8b362,none,0.0
3c82f36d-c710-4bc5-aafc-648584bc0215,5b16ebca-c45c-464d-b995-40556576802f,0c40fe87-f48c-4d7e-8311-c34534710cb1_40940,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o potovanju v neznano deželo, kjer so bili vsi prebivalci zelo prijazni in gostoljubni. Sprehodil sem se skozi čudovite pokrajine, polne pisanih cvetlic in veličastnih gora. Na svoji poti sem srečal nenavadna bitja, ki so mi pripovedovala zgodbe o njihovem svetu. Bilo je kot v pravljici in občutek miru me je spremljal skozi vso noč.",success,2025-06-25T15:44:16.914165,20250625_154026,31,6d117fc8,marker_0_suffix,0.0
bba44a0e-e807-49a9-808e-38197f71ae8a,5b16ebca-c45c-464d-b995-40556576802f,45e5cb23-1469-4e78-8cef-5ffe44fa756a_84326,slovenian,sl,Latin,gpt-4o,0.8,"zelenem gozdu, kjer so drevesa šepetala skrivnosti vetru. Med sprehodom po mehki mahoviti poti sem srečal nenavadne živali, ki so govorile v rimah. Vse je bilo obsijano z mehko svetlobo lune, ki je ustvarjala občutek miru in čarobnosti. Ko sem se prebudil, sem si želel, da bi to sanjsko deželo lahko obiskal še enkrat.",success,2025-06-25T15:44:23.209416,20250625_154026,32,9cb298cb,none,0.0
d5cc34d8-9e3b-4330-a503-5e5d7efe26ae,5b16ebca-c45c-464d-b995-40556576802f,357220a1-63c8-4c90-9992-2578112172e4_81877,slovenian,sl,Latin,gpt-4o,0.8,"...obisku skrivnostnega mesta, kjer so bile ulice obdane s čudovitimi svetlečimi lučmi, in ljudje so se gibali v popolni harmoniji. Vsaka stavba je imela svoj edinstven dizajn, vse pa so skupaj ustvarjale čarobno kuliso. Med raziskovanjem sem srečal modrega starešino, ki mi je podaril starodavno knjigo polno skrivnosti in modrosti, in začutil sem, da me ta kraj vabi k ponovnemu obisku.",success,2025-06-25T15:44:29.879777,20250625_154026,33,447f1cd9,marker_0_middle,0.0
31571338-1cfc-4b09-a957-17abf0c31cc6,5b16ebca-c45c-464d-b995-40556576802f,56410dba-af9d-4d37-8975-2ac1eaccba92_62027,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o tem, kako sem potoval po čudovitih krajih, ki sem jih vedno želel obiskati. V sanjah sem se sprehajal po ozkih ulicah starega mesta, okušal lokalne dobrote in občudoval arhitekturo, ki me je popolnoma očarala. Na koncu sem se znašel na vrhu hriba, kjer sem občudoval čudovit sončni zahod, ki je obarval nebo v nešteto odtenkov oranžne in vijolične. Bil je popoln trenutek miru in sreče.",success,2025-06-25T15:44:42.296666,20250625_154026,34,7a40423e,none,0.0
9bca5d14-f8ec-4db7-8a7f-6a4d376516d4,5b16ebca-c45c-464d-b995-40556576802f,b8f030ed-4466-488f-b430-6f5f05c27880_35723,slovenian,sl,Latin,gpt-4o,0.8,"zelenem travniku, ki se je razprostiral v neskončnost. Na njem so rasle cvetlice vseh barv, ki so dišale tako prijetno, da sem se počutil kot v pravljici. Na sredini travnika je tekla kristalno čista reka, ob kateri so se igrali otroci in se smejali. V daljavi sem zagledal veličasten grad, iz katerega je prihajala nežna glasba, ki je vabila k raziskovanju. Celotno prizorišče je bilo obsijano z mehko svetlobo zahajajočega sonca, ki je ustvarjalo občutek miru in sreče.",success,2025-06-25T15:44:50.461353,20250625_154026,35,f6c3a854,none,0.0
ea329a65-0e40-4ed4-b601-c0453bf8fe17,5b16ebca-c45c-464d-b995-40556576802f,372b5e0b-40c8-4b37-af4b-8b13d1a924b9_30169,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čarobnem gozdu, polnem svetlikajočih se kresnic in skrivnostnih bitij, ki so me popeljala na pustolovščino skozi sence in svetlobo. Med potjo sem naletel na starodavni grad, kjer so se odvijali čudoviti plesi in melodije, ki so odmevale skozi čas. Potopil sem se v ta pravljični svet in občutil mir ter radost, ki ju prinašajo sanje.",success,2025-06-25T15:44:57.601131,20250625_154026,36,4a7e8018,marker_4_suffix,0.0
b482a4af-4225-42fc-aa9e-c7fddbefe58b,5b16ebca-c45c-464d-b995-40556576802f,e41f328d-ba4b-48de-bc8f-30dfabfca15b_34795,slovenian,sl,Latin,gpt-4o,0.8,"Sinoči sem sanjal o čudovitem vrtu, polnem pisanih cvetlic in eksotičnih rastlin. Med drevesi so se prepletali ozki kamniti poti, ki so vodile do majhnega ribnika s kristalno čisto vodo in pisanimi ribicami. V ozadju sem slišal nežno žuborenje vode in ptičje petje. Občutek miru in sreče me je popolnoma prevzel, kot da sem našel skrivnostni raj, skrit pred vsakdanjim svetom.",success,2025-06-25T15:45:04.741453,20250625_154026,37,3dc6267c,none,0.0
e31486ef-16e8-443b-86ab-485410b38e62,5b16ebca-c45c-464d-b995-40556576802f,dd283440-86b6-4ce3-bcfd-52505cb25ebb_50315,slovenian,sl,Latin,gpt-4o,0.8,"žarečem sončnem zahodu ob morju. Nebo je bilo obarvano z odtenki oranžne, roza in vijolične, valovi pa so mirno pljuskali ob obalo. Medtem ko sem sedel na mehkem pesku, sem začutil blag vetrič, ki mi je nežno šepetal skrivnosti oceana. V daljavi sem opazil jadrnico, ki je počasi izginjala na obzorju. V tistem trenutku sem se počutil popolnoma mirnega in povezanega z naravo, kot da čas ne obstaja.",success,2025-06-25T15:45:13.090283,20250625_154026,38,f818ee63,none,0.0
