dream_id,language,language_code,script,content_length,content_preview,gender_male,gender_female,gender_ambiguous,power_authority,power_peer,power_subordinate,species_human,species_animal,species_mythical,setting_domestic,setting_natural,setting_urban,setting_mythical,setting_technological,setting_ritualistic,setting_liminal,activity_movement,activity_social,activity_ritualistic,activity_creative,activity_exploration,activity_transformation,activity_communication,emotion_positive_affect,emotion_negative_affect,emotion_anxiety,emotion_joy,emotion_peace,emotion_wonder,emotion_fear,emotion_sadness,marker_collectivist_orientation,marker_individualist_orientation,marker_strong_nature_connection,marker_spiritual_orientation,marker_respect_for_wisdom,symbol_light,symbol_water,symbol_tree,symbol_bridge,symbol_path,symbol_door,symbol_key,narrative_structure,agency_level,perspective_type,transformation_elements_count,has_flight_capability,has_magical_transformation,anxiety_score,hostility_score,social_alienation_score,worldview_holistic,worldview_achievement
eee56772-070f-47f1-a761-fe7c00a59722,english,en,Latin,669,"Last night I dreamt of wandering through an ancient, mystical forest where the trees whispered secre",14,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,1.0,0,0
0a47542d-38e6-4b7b-a7e6-add9dddc84f8,english,en,Latin,686,a sprawling city made entirely of glass. The buildings glistened under a sky filled with swirling ga,17,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,other,high_agency,first_person,0,0,0,0.0,0.0,0.0,0,0
ac3cd46b-cf17-4ae2-9401-3cb572986809,english,en,Latin,536,"a vast, enchanted forest bathed in soft, golden moonlight. The trees were ancient and towering, thei",11,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,idyllic_experience,balanced_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
db755a24-d9d7-4548-afae-7c4f33e6fee4,english,en,Latin,625,"a serene garden filled with vibrant flowers and gentle streams. The air was crisp, carrying the swee",11,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
7f2efe19-6b84-4144-9b08-49800940b992,english,en,Latin,687,"a serene, sun-drenched beach where the waves gently lapped at the shore. The sand was warm beneath m",17,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.4,0,0
8811d693-555c-4094-9506-0e685f0c0cc9,english,en,Latin,587,a serene meadow bathed in the golden light of a setting sun. The air was filled with the gentle hum ,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,discovery_exploration,balanced_agency,third_person,0,0,0,0.0,0.0,0.5,0,0
95af55b4-473e-4d5a-a74a-7834089d2323,english,en,Latin,682,"a tranquil beach bathed in the golden hues of a setting sun. The waves gently lapped at the shore, c",15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,1.0,0,0
b17896ad-f3ae-4d69-bc44-9e360fff7f04,english,en,Latin,614,"Last night I dreamt of wandering through a vast, enchanting forest where the trees glowed softly wit",12,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,0.8,1,0
6fe33996-4e2f-40be-a95d-37ccc8e362e9,english,en,Latin,313,"a serene garden filled with vibrant flowers and gentle streams. The air was crisp, and the sky was a",6,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
ffb511c3-6817-4718-b2a3-77a0d930b746,english,en,Latin,536,"last night I dreamt of wandering through an ancient forest, where the trees whispered secrets from c",8,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,discovery_exploration,high_agency,first_person,0,0,0,0.0,0.0,1.0,0,0
fc38eced-00d1-4848-a9c6-07cc0b45885a,english,en,Latin,508,"a serene beach, where the waves gently lapped against the shore under a starlit sky. The moon cast a",11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
125b4969-c4c8-4ee6-aa58-6ff9ce085978,english,en,Latin,762,"Last night I dreamt of wandering through an enchanted forest, where the trees were tall and their le",17,2,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,3,0,0,0,0,1,1,1,1,0,1,0,1,0,0,journey_quest,high_agency,first_person,1,0,1,0.0,0.0,0.8333333333333334,0,0
1fa86bb9-2a08-4a60-a208-e40a2bd6d8aa,english,en,Latin,394,"a serene beach, where the gentle waves whispered secrets to the shore. The sky was painted in hues o",11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.8,0,0
4bf28a9d-7dcb-4761-9d6d-193b672a32d4,english,en,Latin,590,"a serene, hidden garden nestled deep in an ancient forest. The air was filled with the sweet fragran",12,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,return_reunion,high_agency,third_person,0,0,0,0.0,0.0,0.8,0,0
90f7cdb3-2b67-4d82-b0af-6d306fef5c6d,english,en,Latin,647,"a serene island surrounded by crystal-clear waters. The sun was setting, casting a warm golden glow ",11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,0.7142857142857143,0,0
4a7ade89-bc46-47b3-89cc-4e846a86cf80,english,en,Latin,603,"Last night I dreamt of wandering through an ancient, enchanted forest. The towering trees were drape",14,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,0.8,0,0
f0fdf592-4c43-4bc0-bb08-1dde31762264,english,en,Latin,512,"a serene mountain landscape, where the air was crisp and the sky painted in hues of pink and orange ",11,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
c5e1acd3-e2ee-4861-b468-98d27ac307f1,english,en,Latin,743,"a serene, enchanting forest bathed in the soft glow of moonlight. The air was crisp and filled with ",19,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.7142857142857143,0,0
3692ea73-a910-4f97-b172-ee9346c08011,english,en,Latin,582,"Last night I dreamt of wandering through a vast, enchanted forest. The trees were towering and ancie",12,5,0,1,0,0,0,2,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,1.0,0,0
6958fb88-2b24-4740-8202-847ef80fc51d,english,en,Latin,703,a tranquil beach under a sky painted with stars. The gentle sound of waves lapping at the shore was ,17,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,0.8,0,0
5bbb3fb1-053c-4b67-ba86-47b8e84bd56a,english,en,Latin,501,"a serene, hidden garden nestled between towering mountains. The air was crisp, filled with the scent",11,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,idyllic_experience,high_agency,third_person,0,0,0,0.0,0.0,0.8333333333333334,0,0
7a8c517f-03f1-4080-97fc-b2e54136d353,english,en,Latin,585,"Last night I dreamt of wandering through a vast, enchanted forest. The trees were impossibly tall, t",12,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,0.8,0,0
574c4cc8-045c-4608-8a1d-8e3cc24b7b81,english,en,Latin,528,"Last night I dreamt of wandering through an ancient, enchanted forest. The tall trees whispered secr",12,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,journey_quest,balanced_agency,first_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
e2cb3c8b-de60-4215-a487-e4489f1c542b,english,en,Latin,990,a serene garden nestled in the heart of a mystical forest. The moonlight filtered through the toweri,24,4,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,1,1,0,1,1,1,1,0,0,0,idyllic_experience,high_agency,third_person,1,0,1,0.0,0.0,0.8,1,0
e604f16b-18cd-4577-b18d-377073396591,english,en,Latin,659,"a magical forest filled with luminescent trees and twinkling fireflies. The air was crisp, carrying ",13,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,journey_quest,high_agency,first_person,1,0,1,0.0,0.0,0.7142857142857143,0,0
281d7604-aae0-4d9e-a8d6-6cb80936449b,english,en,Latin,541,"a serene, sunlit forest where the trees whispered secrets in the cool breeze. I wandered through the",12,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
d15700e3-5ce2-465d-bb30-e1d34a7c72ac,english,en,Latin,729,a serene beach where the waves gently lapped at the shore under a starlit sky. The air was warm and ,19,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,2,0,0,1,0,0,4,0,0,0,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,journey_quest,high_agency,third_person,1,0,1,0.0,0.0,0.6363636363636364,1,0
c2d88fa5-5b52-426a-8951-52f9e2172deb,english,en,Latin,467,a serene garden filled with vibrant flowers and the gentle hum of bees. The sky was a perfect shade ,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,idyllic_experience,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
8f69c49c-87e8-4a32-a358-6ceb3e271c3a,english,en,Latin,530,"Last night I dreamt of wandering through an ancient, enchanted forest. The trees towered above me, t",15,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,journey_quest,high_agency,first_person,1,0,1,0.0,0.0,1.0,0,0
05f8d92a-0215-4756-a7f7-44f848207e29,english,en,Latin,589,"a serene, enchanting forest bathed in the soft glow of moonlight. The trees were tall and ancient, t",16,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,journey_quest,high_agency,third_person,1,0,1,0.0,0.0,0.6666666666666667,0,0
1bedbfb3-129c-4d6f-840d-a7bd5db56be7,english,en,Latin,614,"a serene, sunlit meadow surrounded by towering mountains. The grass swayed gently in the breeze, and",10,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,return_reunion,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
bb75a415-ea50-4a69-8fc0-728b63e9b35e,english,en,Latin,515,a serene beach where the waves gently lapped at the shore under a starlit sky. The sand felt cool be,13,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,1,0
bc563da8-697b-4b2a-aae8-1640b05f6894,english,en,Latin,499,a serene beach where the waves gently lapped at the shore under a sky painted with the colors of a s,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
89ffa323-bd15-415e-b139-3faa6e48d5d9,english,en,Latin,680,"a serene beach where the waves gently lapped at the shore under a moonlit sky. The air was warm, and",21,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.5,0,0
237d7334-b785-44cc-ba5c-a7c43a1a49c5,english,en,Latin,562,"a mysterious, ancient city hidden deep within a lush jungle. The air was thick with the scent of exo",11,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,discovery_exploration,high_agency,first_person,0,0,0,0.0,0.0,0.0,0,0
cfa54806-aba3-41e6-9ab0-84b3dd2eb104,english,en,Latin,1090,"Last night I dreamt of wandering through an ancient forest, where towering trees whispered secrets i",26,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,journey_quest,high_agency,first_person,0,0,0,0.0,0.0,1.0,1,0
6534a860-3a0a-4dcd-91ee-7c0968e0126b,english,en,Latin,520,a serene beach where the waves gently kissed the shore under a sky painted with hues of pink and ora,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,journey_quest,high_agency,third_person,1,0,1,0.0,0.0,0.33333333333333337,0,0
acdaced3-606a-4c58-9643-04e368134559,english,en,Latin,498,"a serene beach, with the soft sound of waves gently lapping at the shore. The sky was painted with h",12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
7e78ae9e-0f89-43ea-87e7-48a9c6c5a6a8,english,en,Latin,646,"a serene beach bathed in the golden hues of a setting sun. The waves gently lapped at the shore, cre",15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.5,0,0
4d944898-bd07-44e8-84d9-5e2386bed04c,english,en,Latin,529,"a vast, enchanting forest bathed in moonlight. The trees whispered secrets as the gentle breeze rust",17,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,journey_quest,balanced_agency,third_person,0,0,0,0.0,0.0,0.5,0,0
483672ae-64aa-4383-8985-338422e992e5,english,en,Latin,593,a serene beach where the gentle waves lapped at the shore under a sky painted with shades of pink an,13,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
f11a0a6d-ff31-4f38-a257-ae636c1e13a2,english,en,Latin,586,"a serene, hidden garden, where the air was filled with the scent of blooming flowers and the gentle ",15,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
96dc2cf2-a318-4214-bf8d-800a50d63c03,english,en,Latin,517,"a serene beach where the waves gently lapped at the shore. The sun was setting, casting a warm golde",15,3,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.5,0,0
b0d6c3d4-ddf4-4ccb-a67b-e77cbf1d5c66,english,en,Latin,553,a serene beach where the waves gently lapped at the shore under a sky painted with hues of orange an,15,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.5714285714285714,0,0
ac81736e-b707-452b-9ac7-89abff5c5526,english,en,Latin,521,"a serene forest bathed in the soft glow of moonlight. The air was crisp, and the gentle rustling of ",14,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,idyllic_experience,balanced_agency,third_person,0,0,0,0.0,0.0,0.6,0,0
3cb6e8b5-9bec-4652-974b-e831847cd9ce,english,en,Latin,685,"a vast, enchanted forest bathed in the soft glow of moonlight. The trees whispered secrets in an anc",15,3,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.75,0,0
0ae57942-dbea-4039-b5b5-3b79802e5262,english,en,Latin,507,a serene garden filled with vibrant flowers and gentle streams. The air was fragrant with the scent ,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,journey_quest,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
2507fb22-819d-431a-961b-8340cfbff3df,english,en,Latin,751,a serene meadow bathed in the golden light of the setting sun. The air was filled with the gentle hu,22,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,idyllic_experience,balanced_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
74d52623-dd49-410d-af21-9005ec593758,english,en,Latin,537,a serene meadow bathed in the golden light of the setting sun. The air was filled with the gentle hu,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,idyllic_experience,high_agency,third_person,0,0,0,0.0,0.0,0.6666666666666667,0,0
