call_id,batch_id,user_id,timestamp,language,language_code,script,model,temperature,top_p,presence_penalty,frequency_penalty,base_prompt,modified_prompt,prompt_id,marker_info,used_invisible_markers,dream_number,batch_size,dream,status,duration_seconds,temporal_delay_seconds,start_time,end_time,session_id,temporal_dispersion,session_independence
d27a1f59-f04b-4451-83e7-e478e68634d8,748a8e10-be87-46b9-9436-60797fe6b63b,32be24fe-ec91-47f9-8c24-01ecadec0703_73393,2025-06-25T15:26:46.283004,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,40f6c3c6,none,False,11,50,"מצטער, אבל אני זקוק למידע נוסף כדי להשלים את המשפט. תוכל לספר לי קצת יותר על מה חלמת?",success,1.475,0.0,2025-06-25T15:26:44.807943,2025-06-25T15:26:46.282984,20250625_152541,0,True
0092bb34-68a2-4183-b641-58b24f9d4b23,748a8e10-be87-46b9-9436-60797fe6b63b,12bb2a7b-4b19-4e67-b091-cc3c6464aa05_68617,2025-06-25T15:26:51.004195,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…<!-- -->,66e86e24,marker_0_suffix,True,12,50,"[FILTERED] סליחה, אני לא יכול להמשיך את המשפט הזה מבלי להכיר את ההקשר האישי שלך. האם יש נושא ספציפי שעליו תרצה לדבר?",filtered,1.795,0.0,2025-06-25T15:26:49.207941,2025-06-25T15:26:51.002891,20250625_152541,0,True
dd1a6cd0-10a7-43fd-8353-f21d4d5cd4e3,748a8e10-be87-46b9-9436-60797fe6b63b,21c7af5e-0a74-4f2d-93d2-803a4554fb0e_98869,2025-06-25T15:26:54.959239,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,bba425a5,none,False,13,50,"אתמול בלילה חלמתי על מסע קסום בארץ רחוקה, עם נופים מרהיבים ודמויות מרתקות שהכרתי בדרך.",success,1.292,0.0,2025-06-25T15:26:53.667514,2025-06-25T15:26:54.959215,20250625_152541,0,True
14ea599a-5c5e-4067-9dc2-a848f1c5a599,748a8e10-be87-46b9-9436-60797fe6b63b,814b5f24-fa6e-454f-9ae0-0a662c9e4702_58735,2025-06-25T15:26:58.880509,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,2e064b8e,none,False,14,50,חלומות יכולים להיות חוויה מרתקת ומעניינת. האם אתה רוצה לשתף יותר על מה שחלמת?,success,1.615,0.0,2025-06-25T15:26:57.265798,2025-06-25T15:26:58.880498,20250625_152541,0,True
49ecb080-eb5d-408f-a58b-57e17efd6e89,748a8e10-be87-46b9-9436-60797fe6b63b,9c5056c2-6ad5-40d1-ab3d-b7b2d4f29dd7_72122,2025-06-25T15:27:02.946671,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם:‌ אתמול בלילה חלמתי על…,6218760f,marker_4_middle,True,15,50,"אתמול בלילה חלמתי על טיול ביער קסום, שבו העצים דיברו והשבילים היו עשויים מכוכבים מנצנצים. פגשתי שם חיות מדברות וחוויתי הרפתקאות מרתקות. התחושה הייתה כל כך אמיתית, כאילו הייתי בעולם אחר לגמרי.",success,2.249,0.0,2025-06-25T15:27:00.697506,2025-06-25T15:27:02.946656,20250625_152541,0,True
9c9247d0-03e4-4923-8c44-947fccaafa45,748a8e10-be87-46b9-9436-60797fe6b63b,890e6ed5-ae43-434e-9fa3-9b2128a9b553_61047,2025-06-25T15:27:07.413119,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,ed6d24ad,none,False,16,50,"אתמול בלילה חלמתי על טיול קסום במקום מופלא ומסתורי, עם נופים עוצרי נשימה ואנשים מרתקים שפגשתי בדרך. התחושה הייתה כל כך אמיתית, שהקשה עלי להתעורר ולחזור למציאות.",success,2.918,0.0,2025-06-25T15:27:04.495552,2025-06-25T15:27:07.413102,20250625_152541,0,True
01ceaad5-a7a9-4f87-b154-de037f3d8da0,748a8e10-be87-46b9-9436-60797fe6b63b,769a64d5-2215-46aa-828c-a873b6789256_56420,2025-06-25T15:27:11.938404,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…﻿,822b081a,marker_3_suffix,True,17,50,"אתמול בלילה חלמתי על טיול קסום ביער מכושף, שבו העצים לחשו סודות עתיקים והפרחים זרחו באור מסתורי. פגשתי שם חיות מדברות שהתיידדו איתי והובילו אותי אל אגם נוצץ שבו השתקפו הכוכבים. הייתה תחושה של שלווה והרמוניה, כאילו כל היקום היה במקום הנכון.",success,2.716,0.0,2025-06-25T15:27:09.222684,2025-06-25T15:27:11.938364,20250625_152541,0,True
47a2ea00-392a-4abb-86f4-0c70eeb817fc,748a8e10-be87-46b9-9436-60797fe6b63b,29fe973d-90d8-482f-9a33-c8cbd8464721_17353,2025-06-25T15:27:18.715093,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,13f4cafd,none,False,18,50,"על חוף ים שקט ויפה, עם שקיעה מרהיבה וצבעים חמים שמילאו את השמיים. טיילתי לאורך החוף והאזנתי לרחש הגלים, מרגיש שלווה ורוגע. לפתע, פגשתי שם חבר ותיק שלא ראיתי הרבה זמן, ושנינו התיישבנו על החול ודיברנו שעות על מה שעבר עלינו בשנים האחרונות. היה נעים ומשחרר לחזור לזיכרונות ישנים ולחלוק חוויות חדשות.",success,3.967,0.0,2025-06-25T15:27:14.747635,2025-06-25T15:27:18.715019,20250625_152541,0,True
c3890180-a760-4a02-aff5-5ffd22cd6023,748a8e10-be87-46b9-9436-60797fe6b63b,0ec8ff4e-8d95-4bd5-a084-b73e864cb09a_30097,2025-06-25T15:27:24.257644,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,ad9a311b,none,False,19,50,"אתמול בלילה חלמתי על טיול מופלא ביער קסום, בו העצים לחשו סודות עתיקים והכוכבים ירדו לרקוד על פיסת האגם. בכל צעד נחשפו מראות חדשים ומרתקים, והתחושה הייתה של שלווה והרפתקה בו זמנית.",success,3.959,0.0,2025-06-25T15:27:20.298877,2025-06-25T15:27:24.257618,20250625_152541,0,True
ed4d4c5a-493a-4028-b44f-b0c3754820b0,748a8e10-be87-46b9-9436-60797fe6b63b,d12c33e6-ba1a-4e31-a483-856e89c6c146_37046,2025-06-25T15:27:30.704128,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,​השלם: אתמול בלילה חלמתי על…,992ea4d6,marker_1_prefix,True,20,50,"אתמול בלילה חלמתי על טיול קסום ביער מרהיב, שבו כל העצים היו זורחים באורות זהב וכסף, והאוויר היה מלא בניחוח פרחים מתוקים. פגשתי חיות מופלאות שמעולם לא ראיתי, וצעדתי בשבילים שנראו כאילו הם מובילים לעולם אחר. זה היה חלום מלא בהרפתקאות וקסם, והרגשתי שאני חלק ממשהו גדול ומיוחד.",success,3.471,0.0,2025-06-25T15:27:27.233224,2025-06-25T15:27:30.703996,20250625_152541,0,True
bf199dad-ced4-4901-be77-9a43a600e854,748a8e10-be87-46b9-9436-60797fe6b63b,4e768a84-6a69-4a0d-a25a-7eec0481d369_62649,2025-06-25T15:27:35.380006,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,33a12328,none,False,21,50,"דרקון מעופף שלקח אותי למסע מעל ערים וטבע מופלאים. זה היה כל כך מציאותי שהרגשתי את הרוח בפנים ואת החום מהנשימות של הדרקון. בסוף המסע, נחתנו ליד אגם קסום והדרקון התגלה כידיד חכם עם עצות לחיים.",success,2.721,0.0,2025-06-25T15:27:32.659366,2025-06-25T15:27:35.379992,20250625_152541,0,True
e5d6ae2f-3df7-43f2-a5e8-6c589b379259,748a8e10-be87-46b9-9436-60797fe6b63b,064adf67-e9d1-4f6a-9ded-92ce5f8580b8_68904,2025-06-25T15:27:39.943180,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם:﻿ אתמול בלילה חלמתי על…,011dd38e,marker_3_middle,True,22,50,"אתמול בלילה חלמתי על חוף ים מרהיב עם חול לבן ומים צלולים. השמש שקעה לאיטה והשמיים היו צבועים בגוונים של כתום וסגול. הרוח הייתה נעימה והביאה איתה ריח פרחים טריים. על החוף פגשתי חברים ותיקים שלא ראיתי מזמן, ושוחחנו וצחקנו עד השעות הקטנות של הלילה. זה היה חלום מלא בשלווה ואושר.",success,2.941,0.0,2025-06-25T15:27:37.002074,2025-06-25T15:27:39.943074,20250625_152541,0,True
329774b5-2d64-4943-81a1-13055ab99c49,748a8e10-be87-46b9-9436-60797fe6b63b,8e9c2e5d-c091-453f-b64d-61c8262dca3f_82234,2025-06-25T15:27:46.487958,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,‌השלם: אתמול בלילה חלמתי על…,0698502e,marker_4_prefix,True,23,50,"אתמול בלילה חלמתי על טיול מרהיב ביער קסום, מלא בעצים גבוהים ופרחים זוהרים. פגשתי שם חיות מדברות, ואפילו נהר זרם במרכזו, בו שכשכתי את רגליי ונהניתי מקרירות המים. כל רגע היה מלא בהרפתקאות וגילויים חדשים. היה זה חלום שהשאיר בי תחושת פליאה ושקט לאורך כל היום.",success,3.63,0.0,2025-06-25T15:27:42.858369,2025-06-25T15:27:46.487913,20250625_152541,0,True
9db071b4-f8f8-42a2-876d-9a60ff55b2b3,748a8e10-be87-46b9-9436-60797fe6b63b,d9e8be20-438a-4a8e-864e-83b40906de26_25857,2025-06-25T15:27:51.189292,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,a4b256b0,none,False,24,50,"אתמול בלילה חלמתי על טיול קסום ביער מכושף, מלא בעצי ענק ובעלי חיים מדברים. במהלך החלום, פגשתי חיות שונות שהדריכו אותי בין השבילים הנסתרים וסיפרו לי על סודות היער. האווירה הייתה של שלווה והרפתקה, והתחושה הכללית הייתה קסומה במיוחד.",success,3.038,0.0,2025-06-25T15:27:48.151312,2025-06-25T15:27:51.189240,20250625_152541,0,True
52bade29-52fc-4943-909b-867708aabc48,748a8e10-be87-46b9-9436-60797fe6b63b,1abd7a38-ddb8-421e-bda9-5218d6c8745d_68574,2025-06-25T15:27:55.497483,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…⁠,e4383195,marker_2_suffix,True,25,50,"אתמול בלילה חלמתי על טיול קסום ביער מסתורי, שבו העצים לחשו סיפורים עתיקים והכוכבים נצנצו כמו אבני חן בשמיים. כל צעד שלי גילה נופים חדשים ומסקרנים, ותחושת הרוגע והפלא ליוותה אותי לאורך כל החלום.",success,2.736,0.0,2025-06-25T15:27:52.760974,2025-06-25T15:27:55.497409,20250625_152541,0,True
58e7f280-5cf3-4dae-9886-b69e53017c42,748a8e10-be87-46b9-9436-60797fe6b63b,089ccbef-87f6-4e07-9ee0-63952fc486dc_95038,2025-06-25T15:28:00.512602,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,‌השלם: אתמול בלילה חלמתי על…,4707ffff,marker_4_prefix,True,26,50,"אתמול בלילה חלמתי על טיול מופלא ביער קסום, שבו העצים היו עשויים מסוכריות צבעוניות והשמיים היו מלאים בכוכבים זוהרים. פגשתי חיות מדברות וחוויתי הרפתקאות מדהימות. זה היה חלום שכל כולו דמיון ופנטזיה.",success,2.224,0.0,2025-06-25T15:27:58.288356,2025-06-25T15:28:00.512568,20250625_152541,0,True
bd9f70f6-a20e-43df-8fee-b5c9e10bfb67,748a8e10-be87-46b9-9436-60797fe6b63b,523ad5bc-35a1-4ac1-a8cf-a2b7aa67d35e_61659,2025-06-25T15:28:06.064208,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,9a5f830c,none,False,27,50,"גינה קסומה מלאה בפרחים זוהרים. השמיים היו מלאים בכוכבים, והאוויר היה קריר ונעים. ביליתי זמן עם חברים שלא ראיתי זמן רב, ודיברנו וצחקנו עד אור הבוקר. היה זה חלום מלא בשלווה ואושר, ואני קמתי עם תחושה של רוגע ונחמה.",success,2.732,0.0,2025-06-25T15:28:03.332638,2025-06-25T15:28:06.064143,20250625_152541,0,True
e7ff51af-ac58-49f0-8343-0f48af358949,748a8e10-be87-46b9-9436-60797fe6b63b,5a21ec81-ee4e-49dd-be92-20f25a1074e6_39580,2025-06-25T15:28:12.369399,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,86ab149f,none,False,28,50,אתמול בלילה חלמתי על טיול קסום ביער מלא בפיות ונחלים זורמים. היה שם עצים גבוהים עם עלים זוהרים והרוח לחשה סיפורים של זמנים עתיקים. מה אתה חלמת?,success,3.786,0.0,2025-06-25T15:28:08.583336,2025-06-25T15:28:12.369372,20250625_152541,0,True
44054418-4e51-4615-8d68-245b87ce75cf,748a8e10-be87-46b9-9436-60797fe6b63b,ac8faa11-00ce-45f6-a7be-9f6d4ee9c5e4_66992,2025-06-25T15:28:19.192928,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,2dbfa831,none,False,29,50,"אתמול בלילה חלמתי על טיול בטבע קסום, עם נופים עוצרי נשימה ותחושת חופש אין סופית. פגשתי שם חברים ותיקים, ויחד חווינו הרפתקאות בלתי נשכחות. החיוכים והצחוק מילאו את האוויר, והתחושה הייתה כל כך אמיתית עד שקשה היה להאמין שזה רק חלום.",success,4.633,0.0,2025-06-25T15:28:14.558278,2025-06-25T15:28:19.191493,20250625_152541,0,True
3f8841a8-2f35-4958-94e4-80c0a0db4cf7,748a8e10-be87-46b9-9436-60797fe6b63b,8c27d92f-1375-4ea2-99de-adf3ac81166c_67322,2025-06-25T15:28:24.805641,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,cb9fda13,none,False,30,50,"אתמול בלילה חלמתי על טיול ביער קסום עם עצים זוהרים וציפורים מדברות. פגשתי שם חיות ידידותיות שהדריכו אותי בין השבילים הנסתרים, ולבסוף הגעתי לאגם מרהיב שבו הירח השתקף כמו מראה. התחושה הייתה כל כך מציאותית שכאשר התעוררתי, לרגע הייתי בטוח שזה קרה באמת.",success,3.694,0.0,2025-06-25T15:28:21.111625,2025-06-25T15:28:24.805596,20250625_152541,0,True
271030ad-3645-43ba-b672-6f6dff4aa4d1,748a8e10-be87-46b9-9436-60797fe6b63b,3da5079b-33fd-44dc-b706-9673bcb3e65e_81376,2025-06-25T15:28:29.659523,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,ac034d55,none,False,31,50,"אתמול בלילה חלמתי על טיול קסום בארץ רחוקה, מלאה בנופים מרהיבים וחוויות חדשות. פגשתי דמויות מעניינות ולמדתי דברים חדשים על עצמי ועל העולם. זה היה חלום שהשאיר אותי בהרגשה טובה והתעוררתי עם חיוך.",success,2.42,0.0,2025-06-25T15:28:27.239347,2025-06-25T15:28:29.659504,20250625_152541,0,True
ac147d6d-942f-4d42-ab21-c70726ad76a5,748a8e10-be87-46b9-9436-60797fe6b63b,69cd22d5-4e07-4c7c-9e3b-7d1a6b884647_38034,2025-06-25T15:28:35.306405,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,65c42806,none,False,32,50,"אתמול בלילה חלמתי על טיול קסום בארץ רחוקה, מלאה בנופים מרהיבים וצבעים עזים. דמויות מסתוריות פגשו אותי בדרך וסיפרו לי סיפורים מעניינים. התחושה הייתה כה אמיתית, שלא רציתי להתעורר.",success,2.659,0.0,2025-06-25T15:28:32.647102,2025-06-25T15:28:35.306368,20250625_152541,0,True
918eb562-7509-4695-8fc6-5678c9d871a6,748a8e10-be87-46b9-9436-60797fe6b63b,d96947b7-3c56-4a0e-9c61-12bbeedbb190_69164,2025-06-25T15:28:40.722180,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…⁠,bce13bdf,marker_2_suffix,True,33,50,"חברים ישנים שלא ראיתי הרבה זמן. בחלום, נפגשנו במקום מוכר מהעבר, וישבנו יחד לשוחח ולצחוק, כמו פעם. התחושה הייתה כל כך חיה ונעימה, כאילו שום דבר לא השתנה מאז. כשקמתי בבוקר, הרגשתי נוסטלגיה חזקה וזיכרונות מתוקים הציפו אותי.",success,2.576,0.0,2025-06-25T15:28:38.146559,2025-06-25T15:28:40.722164,20250625_152541,0,True
4b339d55-cd8b-4e4f-8109-ac45146f37cc,748a8e10-be87-46b9-9436-60797fe6b63b,94245b0f-7a46-41a2-af67-2e4709a91da0_38587,2025-06-25T15:28:46.069508,hebrew,he,Hebrew,gpt-4o,0.8,1.0,0.1,0.0,השלם: אתמול בלילה חלמתי על…,השלם: אתמול בלילה חלמתי על…,713d508c,none,False,34,50,"אתמול בלילה חלמתי על טיול קסום ביער מכושף, שבו העצים לחשו בשקט והשמיים היו מלאים בכוכבים נוצצים. פגשתי שם יצורי פלא ודיברתי עם חיות שהובילו אותי להרפתקאות מופלאות. הרגשתי חופש ושמחה, והחזרה למציאות הייתה כמעט מאכזבת.",success,2.507,0.0,2025-06-25T15:28:43.562177,2025-06-25T15:28:46.069469,20250625_152541,0,True
